Title,Year,Vote_Average,Vote_Count,Budget,Revenue,TMDB_ID,merge_title,Winner,_merge,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Mystery,Genre_Romance,Genre_Science_Fiction,Genre_TV_Movie,Genre_Thriller,Genre_War,Genre_Western,Nominee
Mortal Engines,2018,6.208,4920,100000000,83869818,428078,mortal engines,0,left_only,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Mortal Kombat,2021,7.004,6109,20000000,84426031,460465,mortal kombat,0,left_only,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Mortal Kombat Legends: Scorpion's Revenge,2020,8.091,1426,0,0,664767,mortal kombat legends: scorpion's revenge,0,left_only,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Mortdecai,2015,5.5,2704,60000000,47318560,210860,mortdecai,0,left_only,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
mother!,2017,6.967,6911,30000000,44516999,381283,mother!,0,left_only,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
Mowgli: Legend of the Jungle,2018,6.47,2545,175000000,0,407436,mowgli: legend of the jungle,0,left_only,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Mufasa: The Lion King,2024,7.355,2435,200000000,722631756,762509,mufasa: the lion king,0,left_only,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Mulan,2020,6.8,6913,200000000,69965374,337401,mulan,0,left_only,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Murder Mystery,2019,6.3,4635,24000000,0,514999,murder mystery,0,left_only,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
Murder Mystery 2,2023,6.4,1857,0,0,638974,murder mystery 2,0,left_only,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
Murder on the Orient Express,2017,6.705,10286,55000000,352800000,392044,murder on the orient express,0,left_only,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0
My Fault,2023,7.764,3920,0,0,1010581,my fault,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0
My Spy,2020,6.9,1324,18000000,10200000,592834,my spy,0,left_only,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Napoleon,2023,6.317,2900,165000000,220597098,753342,napoleon,0,left_only,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0
Neighbors 2: Sorority Rising,2016,5.819,4512,35000000,108007109,325133,neighbors 2: sorority rising,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Nerve,2016,7.008,6914,19000000,85241496,328387,nerve,0,left_only,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
News of the World,2020,6.946,1853,38000000,12700000,581032,news of the world,0,left_only,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
Nickel Boys,2024,6.615,293,23200000,3016380,1028196,nickel boys,0,both,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
Nightmare Alley,2021,6.965,3177,60000000,39629195,597208,nightmare alley,0,both,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1
Nimona,2023,7.868,1271,0,0,961323,nimona,0,left_only,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,0
No Escape,2015,6.9,2636,5000000,54400000,192141,no escape,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
No Hard Feelings,2023,6.699,3571,45000000,83000000,884605,no hard feelings,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
No One Will Save You,2023,6.68,1339,22800000,0,820609,no one will save you,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
No Time to Die,2021,7.4,6757,250000000,774153024,370172,no time to die,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
No Way Up,2024,6.3,1072,0,0,1096197,no way up,0,left_only,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Nobody,2021,7.9,7870,16000000,57512470,615457,nobody,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Nocturnal Animals,2016,7.4,8073,22500000,29300000,340666,nocturnal animals,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
Nomadland,2021,7.185,3194,5000000,39458207,581734,nomadland,1,both,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Nope,2022,6.825,4597,68000000,170823080,762504,nope,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
Nosferatu,2024,6.691,3248,50000000,181764515,426063,nosferatu,0,left_only,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
Now You See Me 2,2016,6.826,11158,120000000,334897606,291805,now you see me 2,0,left_only,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Nowhere,2023,7.336,1488,0,0,1151534,nowhere,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
Ocean's Eight,2018,6.967,8578,70000000,297718711,402900,ocean's eight,0,left_only,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Okja,2017,7.35,4431,50000000,0,387426,okja,0,left_only,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
Old,2021,6.323,4715,18000000,90146510,631843,old,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
Once Upon a Time... in Hollywood,2019,7.4,14286,95000000,392105159,466272,once upon a time in hollywood,0,both,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1
Onward,2020,7.654,6405,200000000,141888276,508439,onward,0,left_only,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
Operation Fortune: Ruse de Guerre,2023,6.466,1773,50000000,48983306,739405,operation fortune: ruse de guerre,0,left_only,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Oppenheimer,2023,8.045,10956,100000000,952000000,872585,oppenheimer,1,both,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
Orphan: First Kill,2022,6.613,2235,10000000,9572765,760161,orphan: first kill,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Outside the Wire,2021,6.349,1863,0,0,775996,outside the wire,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
Over the Moon,2020,7.191,1352,0,0,560050,over the moon,0,left_only,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
Overlord,2018,6.732,3004,38000000,41657844,438799,overlord,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0
Oxygen,2021,6.604,1480,0,0,471498,oxygen,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,0
Pacific Rim: Uprising,2018,6.1,5171,150000000,290061297,268896,pacific rim: uprising,0,left_only,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
Paddington 2,2017,7.47,2623,40000000,290132513,346648,paddington 2,0,left_only,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Palm Springs,2020,7.334,3453,5000000,1818417,587792,palm springs,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0
Palmer,2021,8.1,1824,0,0,458220,palmer,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Pan,2015,5.957,2792,150000000,128388320,266647,pan,0,left_only,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
Paper Towns,2015,6.155,5122,12000000,85500000,286565,paper towns,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,0
Parasite,2019,8.5,19707,11363000,257591776,496243,parasite,1,both,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1
Passengers,2016,6.952,13848,110000000,303144152,274870,passengers,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,0
Past Lives,2023,7.72,2084,12000000,28126646,666277,past lives,0,both,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1
Pearl,2022,7.242,2383,1000000,10139416,949423,pearl,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Peninsula,2020,6.745,2491,17000000,42698327,581392,peninsula,0,left_only,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Perfect Days,2023,7.773,1656,14000000,24094016,976893,perfect days,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Perfect Strangers,2016,7.855,4517,0,32207491,381341,perfect strangers,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Pet Sematary,2019,5.743,3330,21000000,113118226,157433,pet sematary,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
Phantom Thread,2017,7.3,3639,35000000,47756590,400617,phantom thread,0,both,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1
Pieces of a Woman,2020,7.021,1266,0,0,641662,pieces of a woman,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Pig,2021,6.646,1614,3000000,4638959,635731,pig,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
Pinocchio,2022,6.306,1683,0,0,532639,pinocchio,0,left_only,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.652,12479,230000000,795922298,166426,pirates of the caribbean: dead men tell no tales,0,left_only,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Pitch Perfect 2,2015,6.844,5420,29000000,287144079,254470,pitch perfect 2,0,left_only,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
Pitch Perfect 3,2017,6.511,3398,45000000,185400345,353616,pitch perfect 3,0,left_only,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0
Pixels,2015,5.8,7828,88000000,244874809,257344,pixels,0,left_only,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0
Plane,2023,6.907,2506,25000000,74515586,646389,plane,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Point Break,2015,5.955,2379,105000000,133782481,257088,point break,0,left_only,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Pokémon Detective Pikachu,2019,6.912,7154,150000000,449762638,447404,pokémon detective pikachu,0,left_only,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Polar,2019,6.3,2372,0,0,483906,polar,0,left_only,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Poltergeist,2015,5.218,2348,35000000,95682614,243688,poltergeist,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
Poor Things,2023,7.661,5070,35000000,117607117,792307,poor things,0,both,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,1
Portrait of a Lady on Fire,2019,8.107,2803,5740000,9923127,531428,portrait of a lady on fire,0,left_only,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0
Power Rangers,2017,6.256,4538,105000000,142300000,305470,power rangers,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Prey,2022,7.674,7342,65000000,0,766507,prey,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
Project Almanac,2015,6.8,2742,12000000,33200000,227719,project almanac,0,left_only,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
Project Power,2020,6.431,2965,0,0,605116,project power,0,left_only,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Promising Young Woman,2020,7.402,3491,10000000,20379604,582014,promising young woman,0,both,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1
Purple Hearts,2022,8.1,2772,0,0,762975,purple hearts,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
Puss in Boots: The Last Wish,2022,8.209,8485,90000000,484700000,315162,puss in boots: the last wish,0,left_only,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
Ralph Breaks the Internet,2018,7.2,7885,175000000,529323962,404368,ralph breaks the internet,0,left_only,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Rambo: Last Blood,2019,6.534,4078,50000000,91500000,522938,rambo: last blood,0,left_only,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
Rampage,2018,6.456,7312,120000000,428028233,427641,rampage,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Raw,2016,7.041,3328,3500000,4100000,393519,raw,0,left_only,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0
Raya and the Last Dragon,2021,7.818,7088,100000000,130423032,527774,raya and the last dragon,0,left_only,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0
Ready or Not,2019,7.036,4954,6000000,57600000,567609,ready or not,0,left_only,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
Ready Player One,2018,7.584,16365,175000000,607274134,333339,ready player one,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Rebecca,2020,6.3,1135,0,0,505379,rebecca,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,0
Rebel Moon - Part One: A Child of Fire,2023,6.239,2411,83000000,0,848326,rebel moon - part one: a child of fire,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Rebel Moon - Part Two: The Scargiver,2024,6.085,1361,83000000,0,934632,rebel moon - part two: the scargiver,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Rebel Ridge,2024,6.997,1462,0,0,646097,rebel ridge,0,left_only,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Red Notice,2021,6.752,6176,160000000,178143,512195,red notice,0,left_only,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Red One,2024,7.036,2718,250000000,185700759,845781,red one,0,left_only,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Red Sparrow,2018,6.533,6202,69000000,151572634,401981,red sparrow,0,left_only,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
"Red, White & Royal Blue",2023,7.9,1453,0,0,930094,"red, white & royal blue",0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
Reminiscence,2021,6.541,1877,68000000,18717947,579047,reminiscence,0,left_only,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0
Renfield,2023,6.5,1998,65000000,26874347,649609,renfield,0,left_only,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,0
Resident Evil: The Final Chapter,2016,6.109,3359,40000000,312242626,173897,resident evil: the final chapter,0,left_only,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
Resident Evil: Welcome to Raccoon City,2021,5.956,2598,25000000,41914915,460458,resident evil: welcome to raccoon city,0,left_only,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0
Retribution,2023,6.6,1298,20000000,18685751,762430,retribution,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Return,2020,6.4,1346,0,0,836466,return,0,left_only,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Richard Jewell,2019,7.418,2632,45000000,33900000,292011,richard jewell,0,left_only,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
Rings,2017,5.01,2560,25000000,83080890,14564,rings,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
Road House,2024,6.94,2758,85000000,0,359410,road house,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Roald Dahl's The Witches,2020,6.349,2915,0,29303571,531219,roald dahl's the witches,0,left_only,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,0
Robin Hood,2018,5.9,3067,100000000,86493046,375588,robin hood,0,left_only,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
Rocketman,2019,7.313,4846,40000000,167300000,504608,rocketman,0,left_only,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
Rogue One: A Star Wars Story,2016,7.5,15964,200000000,1056057273,330459,rogue one: a star wars story,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Roma,2018,7.624,4022,15000000,1140769,426426,roma,0,both,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
Ron's Gone Wrong,2021,7.9,1949,0,60692022,482321,ron's gone wrong,0,left_only,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
Room,2015,7.998,9479,13000000,35401758,264644,room,0,both,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1
Rose Island,2020,7.033,1369,8000000,0,636565,rose island,0,left_only,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
RRR,2022,7.739,1474,69000000,160000000,579974,rrr,0,left_only,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Run,2020,7.2,2751,1700000,5184368,546121,run,0,left_only,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0
Run All Night,2015,6.4,2889,50000000,71561644,241554,run all night,0,left_only,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Saltburn,2023,6.962,2696,20000000,21013738,930564,saltburn,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
Samaritan,2022,6.675,2114,100000000,0,629176,samaritan,0,left_only,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
San Andreas,2015,6.2,8820,110000000,473990832,254128,san andreas,0,left_only,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
Sausage Party,2016,5.75,7544,19000000,140705322,223702,sausage party,0,left_only,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Saw X,2023,7.193,2217,13000000,125319714,951491,saw x,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
Scary Stories to Tell in the Dark,2019,6.495,2777,25000000,104545505,417384,scary stories to tell in the dark,0,left_only,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
Scoob!,2020,7.005,1764,90000000,28600000,385103,scoob!,0,left_only,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0
Scream,2022,6.689,3615,24000000,137743924,646385,scream,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
Scream VI,2023,6.974,2938,35000000,168961389,934433,scream vi,0,left_only,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Searching,2018,7.57,4070,1000000,75462037,489999,searching,0,left_only,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0
Self/less,2015,6.412,3211,26000000,31807156,238615,self/less,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
Set It Up,2018,6.9,2742,0,0,384677,set it up,0,left_only,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0
Shang-Chi and the Legend of the Ten Rings,2021,7.5,10031,150000000,432243292,566525,shang-chi and the legend of the ten rings,0,left_only,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Shazam!,2019,6.985,9941,80000000,367799011,287947,shazam!,0,left_only,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Shazam! Fury of the Gods,2023,6.4,3474,110000000,134221819,594767,shazam! fury of the gods,0,left_only,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
Shoplifters,2018,7.8,2194,0,0,505192,shoplifters,0,left_only,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
Sicario,2015,7.415,9182,30000000,84997446,273481,sicario,0,left_only,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Sicario: Day of the Soldado,2018,6.938,3853,35000000,75836683,400535,sicario: day of the soldado,0,left_only,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Sierra Burgess Is a Loser,2018,6.293,3441,0,0,462919,sierra burgess is a loser,0,left_only,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0
Silence,2016,7.12,3185,46000000,23834809,68730,silence,0,left_only,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
Sing,2016,7.12,8251,75000000,634151679,335797,sing,0,left_only,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
Sing 2,2021,7.838,4651,85000000,408402685,438695,sing 2,0,left_only,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0
Sinister 2,2015,5.883,2226,10000000,53329150,283445,sinister 2,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0
Sisu,2022,7.397,2482,6600000,14281199,840326,sisu,0,left_only,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
Skyscraper,2018,6.3,5197,125000000,304870828,447200,skyscraper,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Smile,2022,6.667,3813,17000000,217408513,882598,smile,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
Smile 2,2024,6.594,1890,28000000,138128854,1100782,smile 2,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
Snake Eyes: G.I. Joe Origins,2021,6.468,1649,88000000,36964325,568620,snake eyes: g.i. joe origins,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
Snowden,2016,7.105,4501,40000000,37357216,302401,snowden,0,left_only,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0
Society of the Snow,2023,7.985,3300,65500000,1281,906126,society of the snow,0,left_only,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
Solace,2015,6.427,2311,0,22586863,339527,solace,0,left_only,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Solo: A Star Wars Story,2018,6.6,9000,250000000,392952373,348350,solo: a star wars story,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Sonic the Hedgehog,2020,7.297,10137,85000000,319715683,454626,sonic the hedgehog,0,left_only,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
Sonic the Hedgehog 2,2022,7.447,5690,110000000,405421518,675353,sonic the hedgehog 2,0,left_only,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Sonic the Hedgehog 3,2024,7.646,3014,122000000,492162604,939243,sonic the hedgehog 3,0,left_only,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
Soul,2020,8.103,11022,150000000,121977511,508442,soul,0,left_only,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,0
Sound of Freedom,2023,7.979,2628,14500000,250600000,678512,sound of freedom,0,left_only,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Sound of Metal,2020,7.7,2710,0,516520,502033,sound of metal,0,both,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1
Southpaw,2015,7.4,5656,30000000,91709827,307081,southpaw,0,left_only,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0
Space Jam: A New Legacy,2021,6.7,4134,150000000,163692228,379686,space jam: a new legacy,0,left_only,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0
Spaceman,2024,6.717,958,40000000,0,636706,spaceman,0,left_only,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
Speak No Evil,2024,7.185,1790,15000000,76756109,1114513,speak no evil,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Spectre,2015,6.6,10917,245000000,880707597,206647,spectre,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Spencer,2021,6.751,1757,18000000,25246967,716612,spencer,0,left_only,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,0
Spenser Confidential,2020,6.516,2417,0,0,581600,spenser confidential,0,left_only,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
Spider-Man: Across the Spider-Verse,2023,8.338,8027,100000000,690897910,569094,spider-man: across the spider-verse,0,left_only,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Spider-Man: Far From Home,2019,7.4,16451,160000000,1131927996,429617,spider-man: far from home,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Spider-Man: Homecoming,2017,7.329,22613,175000000,880166924,315635,spider-man: homecoming,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Spider-Man: Into the Spider-Verse,2018,8.395,16595,90000000,393602435,324857,spider-man: into the spider-verse,0,left_only,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Spider-Man: No Way Home,2021,7.937,21275,200000000,1921847111,634649,spider-man: no way home,0,left_only,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
Spiderhead,2022,5.786,1667,0,0,615469,spiderhead,0,left_only,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0
Spies in Disguise,2019,7.57,2892,100000000,171616764,431693,spies in disguise,0,left_only,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
Spiral: From the Book of Saw,2021,5.92,2182,20000000,40618920,602734,spiral: from the book of saw,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
Split,2017,7.343,17954,9000000,278454358,381288,split,0,left_only,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0
Spotlight,2015,7.8,8541,20000000,98690254,314365,spotlight,1,both,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,1
